npc_id,sprite_label,map_location_label,npc_type,flag_condition,sprite,x_tile,y_tile,x_pixel_abs,y_pixel_abs
1078,food-cart,Summers-and-Toto,object,always,229,188,91,6016,2936
1079,taxi,Summers-and-Toto,object,always,206,139,87,4472,2792
1080,sportscar,Summers-and-Toto,person,always,255,160,87,5128,2792
1081,red-truck,Summers-and-Toto,object,always,207,163,87,5232,2800
1082,bicycle,Summers-and-Toto,object,always,211,167,85,5360,2744
1083,potted-tree,Summers-and-Toto,object,always,266,152,85,4872,2744
1084,potted-tree,Summers-and-Toto,object,always,266,168,85,5384,2744
1085,food-cart,Summers-and-Toto,object,always,229,161,89,5168,2856
1086,hotel_sign,Summers-and-Toto,object,always,442,139,86,4472,2752
1087,bus_runaway-5,Summers-and-Toto,object,PARTY_IS_ROBOTIFIED,243,171,85,5480,2736
1088,boat,Summers-and-Toto,object,always,212,225,93,7216,2984
1089,poo's-mentor,Dalaam_Palace_1F_Throne-Room,person,always,166,212,258,6812,8286
1090,man_dalaamese_large-hat,Dalaam_Palace_1F_Throne-Room,person,always,88,212,261,6784,8352
1091,phone_dalaam,Dalaam_Palace_1F_Throne-Room,person,always,167,216,259,6936,8312
1092,poo,Dalaam_Palace_1F_Throne-Room,person,POO_AT_HIS_PALACE,4,214,259,6848,8304
1093,entertainers-shack-door,Dalaam_Palace_1F_Throne-Room,person,always,381,214,258,6848,8272
1094,woman_dalaamese,Dalaam_Palace_1F,person,always,89,250,261,8016,8352
1095,man_dalaamese_pigtail,Dalaam_Houses_North,person,always,105,219,241,7008,7736
1096,woman_dalaamese,Dalaam_Houses_East,person,always,89,233,246,7472,7872
1097,man_dalaamese_large-hat,Dalaam_Houses_South,person,always,88,217,250,6968,8008
1098,man_dalaamese_pigtail,Dalaam_Shop_1F,person,always,105,235,254,7536,8144
1099,man_dalaamese_large-hat,Dalaam_Shop_1F,person,always,88,236,253,7568,8120
1100,man_meditating,Dalaam,person,always,168,142,116,4560,3728
1101,man_dalaamese_large-hat,Dalaam,person,always,88,147,109,4712,3512
1102,girl_dalaamese,Dalaam,person,always,163,141,126,4512,4032
1103,star-master,Dalaam,person,~STAR_MASTER_NEXT_TO_MU,98,155,129,4968,4128
1104,girl_dalaamese,Dalaam,person,always,163,137,117,4384,3752
1105,woman_dalaamese,Dalaam,person,always,89,142,121,4552,3872
1106,woman_dalaamese,Dalaam,person,always,89,134,124,4296,3968
1107,rabbit-statue,Dalaam,object,~USED_CARROT_KEY,107,134,130,4302,4164
1108,rabbit-statue,Dalaam,object,~USED_CARROT_KEY,107,135,130,4336,4184
1109,rabbit-statue,Dalaam,object,~USED_CARROT_KEY,107,136,130,4374,4171
1110,girl_dalaamese,Dalaam,person,PARTY_IS_ROBOTIFIED,163,137,108,4392,3472
1111,girl_dalaamese,Dalaam,person,PARTY_IS_ROBOTIFIED,163,143,111,4592,3568
1112,sign_small,Dalaam,object,always,213,154,129,4936,4128
1113,dalaam-spire,Dalaam,object,always,423,140,108,4504,3464
1114,dalaam-spire,Dalaam,object,always,423,142,106,4544,3416
1115,dalaam-spire,Dalaam,object,always,423,144,108,4632,3464
1116,dalaam-spire,Dalaam,object,always,423,146,106,4672,3416
1117,sign_small,Dalaam,object,always,213,135,123,4320,3936
1118,monster_your-sanctuary,Dalaam_Pink Cloud_1F_Top-Hole_Left-Hole_Boss-Room,person,~CONQUERED_SANCTUARY_6,333,65,172,2080,5512
1119,ness_unconscious,Dalaam_Pink Cloud_1F_Top-Hole_Left-Hole_Boss-Room_Sanctuary-Room,person,JUST_WOKE_UP_FROM_MAGICANT,16,111,194,3562,6228
1120,paula,Dalaam_Pink Cloud_1F_Top-Hole_Left-Hole_Boss-Room_Sanctuary-Room,person,JUST_WOKE_UP_FROM_MAGICANT,2,110,193,3546,6185
1121,jeff,Dalaam_Pink Cloud_1F_Top-Hole_Left-Hole_Boss-Room_Sanctuary-Room,person,JUST_WOKE_UP_FROM_MAGICANT,3,111,193,3577,6189
1122,poo,Dalaam_Pink Cloud_1F_Top-Hole_Left-Hole_Boss-Room_Sanctuary-Room,person,JUST_WOKE_UP_FROM_MAGICANT,4,112,194,3592,6208
1123,man_scaraban_blue-clothes,Scaraba_Shop_1F,person,always,95,203,237,6496,7608
1124,man_scaraban_green-clothes,Scaraba_Hotel_1F,person,always,93,247,217,7905,6970
1125,arms-dealer,Scaraba_Hotel_1F,person,always,144,234,217,7512,6968
1126,man_scaraban_blue-clothes,Scaraba_Hotel_1F,person,JUST_RESTED,95,239,219,7672,7008
1127,atm-machine,Scaraba_Hotel_1F,object,always,259,244,218,7824,6984
1128,phone_black,Scaraba_Hotel_1F,person,always,215,246,217,7872,6968
1129,woman_scaraban,Scaraba_Houses_North_1F,person,always,92,201,246,6448,7888
1130,man_cane_green-jacket,Scaraba_Houses_South_1F,person,always,52,203,254,6504,8128
1131,nurse,Scaraba_Hospital_1F,person,always,140,248,266,7952,8520
1132,doctor,Scaraba_Hospital_1F,person,always,139,244,266,7824,8512
1133,healer,Scaraba_Hospital_1F,person,always,189,242,266,7768,8528
1134,man_scaraban_blue-clothes,Scaraba,person,always,95,46,121,1492,3892
1135,man_scaraban_green-clothes,Scaraba,person,always,93,48,129,1564,4138
1136,man_scaraban_blue-clothes,Scaraba,person,always,95,49,129,1592,4152
1137,woman_scaraban,Scaraba,person,always,92,51,129,1632,4152
1138,man_scaraban_yellow-clothes,Scaraba,person,always,94,51,132,1648,4224
1139,snake-salesman,Scaraba,person,always,96,50,129,1608,4136
1140,man_scaraban_blue-clothes,Scaraba,person,always,95,48,132,1544,4232
1141,man_scaraban_green-clothes,Scaraba,person,always,93,50,131,1608,4216
1142,man_meditating,Scaraba,person,always,168,52,130,1688,4168
1143,door_eye-of-horus,Scaraba,object,~PYRAMID_OPEN,267,55,152,1770,4886
1144,man_scaraban_blue-clothes,Scaraba,person,always,95,42,129,1352,4136
1145,man_scaraban_yellow-clothes,Scaraba,person,always,94,42,132,1369,4254
1146,man_scaraban_yellow-clothes,Scaraba,person,always,94,53,148,1720,4760
1147,man_scaraban_blue-clothes,Scaraba,person,always,95,52,166,1666,5328
1148,man_meditating,Scaraba,person,always,168,51,122,1648,3928
1149,man_tribal,Scaraba,person,~TALKED_TO_BRICK_ROADS_HEAD,102,50,169,1624,5408
1150,dungeon-man,Scaraba,object,~DUNGEON_MAN_IN_DESERT,41,42,155,1344,4984
1151,man_tribal,Scaraba,person,TALKED_TO_BRICK_ROADS_HEAD,102,54,180,1736,5784
1152,dungeon-man,Scaraba,person,DUNGEON_MAN_AT_PALM_TREES,41,46,177,1488,5688
1153,hint-man_holding-sign,Scaraba,person,~HINT_GUY_ABSENT,446,42,146,1360,4672
1154,door_eye-of-horus,Scaraba,object,~PYRAMID_OPEN,267,56,152,1800,4888
1155,man_scaraban_blue-clothes,Scaraba,person,~VISITED_DEEP_DARKNESS,95,55,124,1776,3968
1156,man_scaraban_yellow-clothes,Scaraba,person,always,94,49,130,1576,4176
1157,man_meditating,Scaraba,person,always,168,49,133,1592,4264
1158,entertainers-shack-door,Scaraba,person,always,381,56,151,1792,4848
1159,entertainers-shack-door,Scaraba,person,always,381,39,168,1256,5400
1160,camel,Scaraba,person,always,443,44,133,1408,4256
1161,camel,Scaraba,person,always,443,53,166,1704,5328
1162,sesame-seed_black,Scaraba,object,always,238,56,124,1808,3976
1163,sesame-seed_black,Scaraba,object,always,238,57,124,1832,3992
1164,hotel_sign,Scaraba,object,always,442,40,129,1304,4136
1165,sign_small,Scaraba,object,always,213,52,128,1664,4096
1166,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway,object,always,325,179,77,5744,2488
1167,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs,object,always,325,16,41,528,1336
1168,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room,person,~GUARDIAN_HIEROGLYPH_3_DEFEATED,325,131,141,4200,4536
1169,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs,person,~GUARDIAN_HIEROGLYPH_4_DEFEATED,325,99,192,3184,6168
1170,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs,person,~LETHAL_ASP_HIEROGLYPH_1_DEFEATED,320,98,192,3152,6168
1171,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs,person,~LETHAL_ASP_HIEROGLYPH_2_DEFEATED,320,108,185,3464,5944
1172,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room,person,~GUARDIAN_HIEROGLYPH_5_DEFEATED,325,26,114,840,3672
1173,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room,person,~GUARDIAN_HIEROGLYPH_6_DEFEATED,325,29,114,936,3672
1174,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_NW-Stairs,person,~GUARDIAN_HIEROGLYPH_7_DEFEATED,325,128,102,4104,3288
1175,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_NW-Stairs,person,~LETHAL_ASP_HIEROGLYPH_3_DEFEATED,320,129,102,4136,3288
1176,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_NE-Stairs,person,~GUARDIAN_HIEROGLYPH_8_DEFEATED,325,137,301,4400,9656
1177,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_NE-Stairs,person,~LETHAL_ASP_HIEROGLYPH_4_DEFEATED,320,138,301,4432,9656
1178,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_NE-Stairs_Room,person,~GUARDIAN_HIEROGLYPH_9_DEFEATED,325,132,157,4240,5048
1179,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_NE-Stairs_Room_Stairs,person,~LETHAL_ASP_HIEROGLYPH_5_DEFEATED,320,115,265,3696,8504
1180,monster_coffin,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_NE-Stairs_Room_Stairs,object,~GUARDIAN_GENERAL_DEFEATED,322,134,279,4296,8944
1181,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_NE-Stairs_Room_Stairs_Plate-Room,person,~GUARDIAN_HIEROGLYPH_10_DEFEATED,325,131,165,4216,5304
1182,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room,person,~GUARDIAN_HIEROGLYPH_11_DEFEATED,325,132,173,4240,5560
1183,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs,person,~GUARDIAN_HIEROGLYPH_12_DEFEATED,325,169,105,5424,3384
1184,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs,person,~LETHAL_ASP_HIEROGLYPH_6_DEFEATED,320,170,105,5456,3384
1185,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs_Hole-Room,person,~GUARDIAN_HIEROGLYPH_13_DEFEATED,325,130,181,4168,5816
1186,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs_Hole-Room_Room,person,~GUARDIAN_HIEROGLYPH_14_DEFEATED,325,131,189,4208,6072
1187,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs_Hole-Room_Room,person,~LETHAL_ASP_HIEROGLYPH_7_DEFEATED,320,130,189,4168,6072
1188,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs_Hole-Room_Room_Exit-Hall,person,~GUARDIAN_HIEROGLYPH_15_DEFEATED,325,190,110,6104,3544
1189,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs_Hole-Room_Room_Exit-Hall,person,~GUARDIAN_HIEROGLYPH_16_DEFEATED,325,197,110,6320,3544
1190,monster_guardian-hieroglyph,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs_Hole-Room_Room_Exit-Hall,person,~GUARDIAN_HIEROGLYPH_17_DEFEATED,325,198,110,6352,3544
1191,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs_Hole-Room_Room_Exit-Hall,person,~LETHAL_ASP_HIEROGLYPH_8_DEFEATED,320,194,110,6232,3544
1192,monster_lethal-asp,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room_Stairs_Hole-Room_Room_Exit-Hall,person,~LETHAL_ASP_HIEROGLYPH_9_DEFEATED,320,206,105,6608,3384
1193,sarcophagus,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room,object,~PYRAMID_HOLE_OPEN,221,27,115,890,3696
1194,sarcophagus,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room,object,PYRAMID_HOLE_OPEN,221,28,115,920,3696
1195,hawk_eye,Scaraba_Pyramid_Entryway_Stairs_Room_Stairs_Sarcophagus-Room_Hawk-Eye-Room,object,~GOT_HAWK_EYE,353,131,174,4208,5568
1196,brickroad_head,Scaraba_Dungeon Man_1F_2F_3F_4F,person,always,179,52,257,1664,8224
1197,submarine,Scaraba_Dungeon Man_1F,object,~VISITED_DEEP_DARKNESS,244,130,2,4168,88
1198,bicycle,Scaraba_Dungeon Man_1F,object,always,211,132,3,4240,96
1199,taxi,Scaraba_Dungeon Man_1F,object,always,206,132,4,4224,152
1200,bench,Scaraba_Dungeon Man_1F,object,always,198,147,8,4728,256
1201,phone_payphone_left,Scaraba_Dungeon Man_1F,person,always,216,129,8,4152,280
1202,potted-tree,Scaraba_Dungeon Man_1F,object,always,266,147,8,4704,256
1203,phone_payphone_left,Scaraba_Dungeon Man_1F,person,always,216,134,20,4302,657
1204,bench,Scaraba_Dungeon Man_1F,object,always,198,134,21,4304,691
1205,potted-tree,Scaraba_Dungeon Man_1F,object,always,266,133,21,4256,688
1206,atm-machine,Scaraba_Dungeon Man_1F,object,always,259,132,20,4224,664
1207,rejuvenator,Scaraba_Dungeon Man_1F,object,always,429,131,2,4208,88
1208,sign_small,Scaraba_Dungeon Man_1F,object,always,213,133,21,4264,696
1209,bench,Scaraba_Dungeon Man_1F_2F,object,always,198,20,32,640,1024
1210,bench,Scaraba_Dungeon Man_1F_2F_3F,object,always,198,123,205,3944,6576
1211,monster_duck,Scaraba_Dungeon Man_1F_2F_3F,object,always,287,124,199,3976,6392
1212,monster_duck,Scaraba_Dungeon Man_1F_2F_3F,object,always,287,123,200,3944,6416
1213,monster_duck,Scaraba_Dungeon Man_1F_2F_3F,object,always,287,123,201,3952,6456
1214,monster_little-pile,Scaraba_Dungeon Man_1F_2F_3F,object,always,315,134,203,4288,6520
1215,monster_little-pile,Scaraba_Dungeon Man_1F_2F_3F,object,always,315,132,205,4248,6560
1216,monster_little-pile,Scaraba_Dungeon Man_1F_2F_3F,object,always,315,134,205,4288,6568
1217,monster_goat,Scaraba_Dungeon Man_1F_2F_3F,object,always,294,130,196,4184,6280
1218,monster_goat,Scaraba_Dungeon Man_1F_2F_3F,object,always,294,132,195,4232,6256
1219,sign_small,Scaraba_Dungeon Man_1F_2F_3F_4F,object,~DUNGEON_MAN_GOODBYE_EXIT_SIGN,213,54,266,1744,8536
1220,sign_small,Scaraba_Dungeon Man_1F_2F_3F_4F,object,DUNGEON_MAN_GOODBYE_EXIT_SIGN,213,53,267,1720,8560
1221,sign_small,Scaraba_Dungeon Man_1F_2F_3F_4F,object,always,213,51,258,1640,8264
1222,healer,Fourside_Hospital_1F_2F,person,always,189,185,210,5944,6736
1223,doctor,Fourside_Hospital_1F_2F,person,always,139,187,209,6000,6688
1224,nurse,Fourside_Hospital_1F_2F,person,always,140,188,209,6032,6704
1225,potted-tree,Fourside_Hospital_1F_2F,object,always,266,186,209,5976,6704
1226,monkey-boy,Deep-Darkness,person,always,133,193,223,6176,7144
1227,monkey-boy,Deep-Darkness,person,always,133,181,225,5808,7208
1228,monkey-boy,Deep-Darkness,person,always,133,171,229,5496,7344
1229,monster_barf,Deep-Darkness,person,~MASTER_BARF_DEFEATED,299,159,237,5088,7608
1230,bird_myna,Deep-Darkness,person,always,132,163,240,5240,7680
1231,invisible_7,Deep-Darkness,person,~USED_HAWK_EYE,456,188,248,6016,7960
1232,arms-dealer,Deep-Darkness,person,always,144,190,229,6104,7336
1233,man_glasses_-black-suit,Deep-Darkness,person,always,62,185,221,5944,7088
1234,doctor,Deep-Darkness,person,always,139,182,222,5840,7128
1235,phone_bird,Deep-Darkness,person,always,412,172,226,5504,7248
1236,snorkel,Deep-Darkness,person,always,428,190,241,6088,7728
1237,entertainers-shack-door,Deep-Darkness,person,always,381,161,241,5168,7720
1238,monkey-girl,Deep-Darkness,person,always,160,178,222,5712,7128
1239,monkey-boy,Deep-Darkness,person,always,133,176,224,5640,7192
1240,truffle,Deep-Darkness,object,~GOT_MAGIC_TRUFFLE_1,376,192,227,6144,7264
1241,truffle,Deep-Darkness,object,~GOT_MAGIC_TRUFFLE_2,376,176,230,5648,7384
1242,truffle,Deep-Darkness,object,~GOT_MAGIC_TRUFFLE_3,376,169,234,5416,7504
1243,truffle,Deep-Darkness,object,~GOT_MAGIC_TRUFFLE_4,376,152,246,4872,7888
1244,truffle,Deep-Darkness,object,~GOT_MAGIC_TRUFFLE_5,376,159,220,5088,7064
1245,helicopter_crashed,Deep-Darkness,object,always,411,171,246,5496,7880
1246,monster_your-sanctuary,Deep Darkness_Lumine Hall_1F,person,~CONQUERED_SANCTUARY_7,333,109,6,3504,200
1247,talking-rock,Deep Darkness_Lumine Hall_1F_2F,person,always,260,122,83,3912,2664
1248,talking-rock,Deep Darkness_Lumine Hall_1F_2F,person,always,260,105,89,3368,2872
1249,talking-rock,Deep Darkness_Lumine Hall_1F_2F,person,always,260,101,78,3232,2504
1250,tenda,Deep Darkness_Tenda Village_Main,person,always,97,17,6,568,192
1251,tenda,Deep Darkness_Tenda Village_Main,person,always,97,14,3,464,112
1252,tenda-chief,Deep Darkness_Tenda Village_Main,person,always,170,14,10,464,336
1253,tenda,Deep Darkness_Tenda Village_Main,person,always,97,20,4,640,136
1254,tenda,Deep Darkness_Tenda Village_Main,person,always,97,4,3,152,112
1255,tenda,Deep Darkness_Tenda Village_Main,person,always,97,5,8,160,264
1256,tenda,Deep Darkness_Tenda Village_Main,person,always,97,12,7,400,240
1257,tenda,Deep Darkness_Tenda Village_Main,person,always,97,11,10,352,328
1258,tenda,Deep Darkness_Tenda Village_Main,person,always,97,4,12,136,400
1259,tenda,Deep Darkness_Tenda Village_Main,person,always,97,10,5,341,182
1260,talking-rock,Deep Darkness_Tenda Village_Main_Talking-Rock-Room,person,always,260,36,85,1176,2720
1261,tenda,Deep Darkness_Tenda Village_Main,person,always,97,2,13,80,416
1262,phone_black,Deep Darkness_Tenda Village_Main,person,always,215,20,11,664,360
1263,tenda-cave-rock,Deep Darkness_Tenda Village_Main,object,~TENDA_VILLAGE_UNDERGROUND_OPEN,360,5,12,172,390
1264,open-can,Deep Darkness_Tenda Village_Main,object,always,225,19,11,608,352
1265,mailbox,Deep Darkness_Tenda Village_Main,object,always,227,19,11,624,368
1266,crt-monitor,Deep Darkness_Tenda Village_Main,object,always,270,20,9,648,304
1267,sign_spa,Deep Darkness_Tenda Village_Main,object,always,405,9,5,304,160
1268,mr-saturn,Lost Underworld_Cave of the Past_1F-Present,person,KIDNAPPED_MR_SATURN_AT_CAVE_OF_THE_PRESENT,171,188,9,6040,296
1269,dr-andonuts,Lost Underworld_Cave of the Past_1F-Present,person,ANDONUTS_AT_CAVE_OF_THE_PRESENT_1,162,185,6,5944,208
1270,dr-andonuts,Lost Underworld_Cave of the Past_1F-Present,person,ANDONUTS_AT_CAVE_OF_THE_PRESENT_2,162,180,5,5760,176
1271,apple-kid,Lost Underworld_Cave of the Past_1F-Present,person,APPLE_KID_AT_CAVE_OF_THE_PRESENT,176,185,7,5931,245
1272,mr-saturn,Lost Underworld_Cave of the Past_1F-Present,person,MR_SATURN_AT_CAVE_OF_THE_PRESENT,171,188,8,6023,278
1273,sky-runner_broken,Lost Underworld_Cave of the Past_1F-Present,object,MANI_MANI_DEFEATED,240,189,8,6064,272
1274,phase-distorter,Lost Underworld_Cave of the Past_1F-Present,object,PHASE_DISTORTER_V2_AT_CAVE_OF_THE_PRESENT,210,171,9,5488,304
1275,phase-distorter,Lost Underworld_Cave of the Past_1F-Present,object,PHASE_DISTORTER_V3_AT_CAVE_OF_THE_PRESENT,210,186,8,5976,280
1276,monster_your-sanctuary,Dalaam_Pink Cloud_1F_Top-Hole_Left-Hole_Boss-Room_Sanctuary-Room,person,~CONQUERED_SANCTUARY_8,333,104,199,3344,6368
1277,ness_unconscious,Lost Underworld_Fire Springs_1F_Sanctuary-Room,person,JUST_WOKE_UP_FROM_MAGICANT,16,192,306,6172,9800
1278,paula,Lost Underworld_Fire Springs_1F_Sanctuary-Room,person,JUST_WOKE_UP_FROM_MAGICANT,2,193,305,6188,9762
1279,jeff,Lost Underworld_Fire Springs_1F_Sanctuary-Room,person,JUST_WOKE_UP_FROM_MAGICANT,3,192,305,6149,9775
1280,poo,Lost Underworld_Fire Springs_1F_Sanctuary-Room,person,JUST_WOKE_UP_FROM_MAGICANT,4,194,306,6216,9796
1281,flame-spout,Lost Underworld_Fire Springs_1F_Sanctuary-Room,person,always,256,191,305,6120,9760
1282,tenda_tiny,Lost-Underworld,person,always,398,71,82,2296,2631
1283,tenda_tiny,Lost-Underworld,person,always,398,73,82,2352,2648
1284,tenda_tiny,Lost-Underworld,person,always,398,73,82,2362,2634
1285,tenda_tiny,Lost-Underworld,person,always,398,73,80,2352,2584
1286,tenda_tiny,Lost-Underworld,person,always,398,74,80,2383,2589
1287,tenda_tiny,Lost-Underworld,person,always,398,79,87,2544,2792
1288,tenda_tiny,Lost-Underworld,person,always,398,72,81,2320,2608
1289,tenda_tiny,Lost-Underworld,person,always,398,74,82,2390,2629
1290,tenda_tiny,Lost-Underworld,person,always,398,73,77,2344,2480
1291,tenda_tiny,Lost-Underworld,person,always,398,71,80,2296,2584
1292,talking-rock_tiny,Lost-Underworld,person,always,268,74,81,2370,2609
1293,tenda_tiny,Lost-Underworld,person,always,398,78,87,2520,2808
1294,tenda_tiny,Lost-Underworld,person,always,398,65,100,2088,3216
1295,phone_bird_small,Lost-Underworld,person,always,427,78,88,2520,2824
1296,phone_bird_small,Lost-Underworld,person,always,427,64,100,2072,3216
1297,phone_bird_small,Lost-Underworld,person,always,427,71,83,2295,2660
1298,tenda_tiny,Lost-Underworld,person,always,398,72,82,2322,2649
1299,door_fence,Lost-Underworld,object,~UNDERWORLD_TENDA_GATE_OPEN,422,73,83,2336,2680
1300,sign_small,Lost-Underworld,object,always,213,72,80,2327,2573
1301,sign_small,Lost-Underworld,object,always,213,78,89,2520,2848
1302,sign_small,Lost-Underworld,object,always,213,63,100,2040,3200
1303,waterspout,Lost-Underworld,object,always,426,83,93,2672,2992
1304,waterspout_healing,Lost-Underworld,object,always,402,72,77,2320,2480
1305,waterspout,Lost-Underworld,object,always,426,67,99,2160,3184
1306,robot_unconscious,Lost Underworld_Cave of the Past_1F-Past,object,GIYGAS_DEFEATED,26,6,190,196,6080
1307,robot_unconscious,Lost Underworld_Cave of the Past_1F-Past,object,GIYGAS_DEFEATED,26,6,190,212,6088
1308,robot_unconscious,Lost Underworld_Cave of the Past_1F-Past,object,GIYGAS_DEFEATED,26,5,190,180,6096
1309,ness_robot_unconscious,Lost Underworld_Cave of the Past_1F-Past,object,GIYGAS_DEFEATED,457,6,190,196,6104
1310,phase-distorter,Lost Underworld_Cave of the Past_1F-Past,object,PARTY_IS_ROBOTIFIED,210,18,216,600,6936
1311,blank,,person,Unknown Flag,0,,,,
1312,magicant-being_troll,Magicant_Shop_1F,person,always,99,236,242,7568,7752
1313,flying-man,Magicant_Flying Man House_1F,person,~FLYING_MAN_1_JOINS,39,252,255,8080,8160
1314,flying-man,Magicant_Flying Man House_1F,person,~FLYING_MAN_2_JOINS,39,251,254,8040,8128
1315,flying-man,Magicant_Flying Man House_1F,person,~FLYING_MAN_3_JOINS,39,250,254,8008,8152
1316,flying-man,Magicant_Flying Man House_1F,person,~FLYING_MAN_4_JOINS,39,250,255,8024,8176
1317,flying-man,Magicant_Flying Man House_1F,person,~FLYING_MAN_5_JOINS,39,249,255,7976,8176
1318,magicant-being_troll,Magicant_Hotel_1F,person,always,99,235,250,7544,8008
1319,magicant-being_chicken,Magicant_Southeast House_1F,person,always,129,251,247,8056,7912
1320,entertainers-shack-door,Magicant_Southeast House_1F,object,always,381,252,245,8070,7863
1321,entertainers-shack-door,Magicant_Southeast House_1F,person,always,381,253,246,8104,7872
1322,rabbit-statue,Magicant,person,always,107,188,141,6016,4512
1323,boy_blue-ballcap,Magicant,person,always,123,164,147,5248,4712
1324,monster_zombie,Magicant,person,always,308,179,146,5744,4672
1325,monster_belch,Magicant,person,always,328,173,141,5544,4520
1326,monster_fishman,Magicant,person,always,288,168,132,5392,4248
1327,boy_baseball-helmet,Magicant,person,always,124,156,143,4992,4594
1328,boy_bowler-hat,Magicant,person,always,125,157,143,5030,4582
1329,girl_redhead_pigtails,Magicant,person,always,128,158,143,5067,4584
1330,picky,Magicant,person,always,45,159,143,5097,4592
1331,girl_blonde_ponytail,Magicant,person,always,127,160,144,5135,4610
1332,monkey-boy,Magicant,person,always,133,161,144,5164,4613
1333,boy_fedora,Magicant,person,always,126,162,144,5201,4627
1334,rabbit-statue,Magicant,person,always,107,163,143,5234,4605
1335,ness,Magicant,person,always,1,188,127,6032,4072
1336,magicant-being_chicken,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F,person,always,129,193,142,6184,4552
1337,magicant-being_daisy,Magicant,person,always,100,187,148,6000,4752
1338,magicant-being_daisy,Magicant,person,always,100,186,149,5976,4777
1339,magicant-being_daisy,Magicant,person,always,100,188,149,6025,4779
1340,star-master,Magicant,person,always,98,173,133,5544,4256
1341,star-master,Magicant,person,always,98,190,138,6096,4432
1342,mom,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F,person,always,145,197,138,6312,4416
1343,tracy,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F,person,always,146,195,138,6264,4432
1344,king,Winters_Stonehenge Base_B1F_B2F_B3F_B4F_B5F_B6F_B7F,person,always,40,198,138,6340,4432
1345,pokey,Magicant,person,always,44,160,139,5128,4448
1346,everdred,Magicant,person,~TALKED_TO_MAGICANT_EVERDRED,157,183,141,5872,4520
1347,gravestone,Magicant,object,FLYING_MAN_1_DEAD,239,161,131,5168,4200
1348,gravestone,Magicant,object,FLYING_MAN_2_DEAD,239,162,131,5184,4192
1349,gravestone,Magicant,object,FLYING_MAN_3_DEAD,239,162,131,5200,4200
1350,gravestone,Magicant,object,FLYING_MAN_4_DEAD,239,163,131,5216,4192
